"Month","Avg. Players","Gain","% Gain","Peak Players","Game","Genre"
"January 2016",13443.43,"1918.39","+16.65%",33173,"Eurotruck Simulator 2","Singleplayer"
"December 2015",11525.04,"2951.17","+34.42%",30310,"Eurotruck Simulator 2","Singleplayer"
"November 2015",8573.88,"545.38","+6.79%",23671,"Eurotruck Simulator 2","Singleplayer"
"October 2015",8028.5,"697.66","+9.52%",16940,"Eurotruck Simulator 2","Singleplayer"
"September 2015",7330.84,"-726.34","-9.01%",16108,"Eurotruck Simulator 2","Singleplayer"
"August 2015",8057.18,"463.21","+6.10%",15528,"Eurotruck Simulator 2","Singleplayer"
"July 2015",7593.97,"-1101.37","-12.67%",13984,"Eurotruck Simulator 2","Singleplayer"
"June 2015",8695.34,"782.70","+9.89%",21918,"Eurotruck Simulator 2","Singleplayer"
"May 2015",7912.64,"2538.68","+47.24%",17014,"Eurotruck Simulator 2","Singleplayer"
"April 2015",5373.96,"-72.59","-1.33%",11845,"Eurotruck Simulator 2","Singleplayer"
"March 2015",5446.55,"-792.30","-12.70%",11922,"Eurotruck Simulator 2","Singleplayer"
"February 2015",6238.86,"-1460.50","-18.97%",12517,"Eurotruck Simulator 2","Singleplayer"
"January 2015",7699.35,"-1030.97","-11.81%",20343,"Eurotruck Simulator 2","Singleplayer"
"December 2014",8730.33,"3595.88","+70.03%",21649,"Eurotruck Simulator 2","Singleplayer"
"November 2014",5134.44,"215.18","+4.37%",18306,"Eurotruck Simulator 2","Singleplayer"
"October 2014",4919.26,"533.71","+12.17%",11902,"Eurotruck Simulator 2","Singleplayer"
"September 2014",4385.56,"-270.11","-5.80%",9203,"Eurotruck Simulator 2","Singleplayer"
"August 2014",4655.67,"63.69","+1.39%",9470,"Eurotruck Simulator 2","Singleplayer"
"July 2014",4591.98,"291.26","+6.77%",9174,"Eurotruck Simulator 2","Singleplayer"
"June 2014",4300.72,"909.29","+26.81%",12269,"Eurotruck Simulator 2","Singleplayer"
"May 2014",3391.42,"1283.56","+60.89%",7423,"Eurotruck Simulator 2","Singleplayer"
"April 2014",2107.86,"530.78","+33.66%",6028,"Eurotruck Simulator 2","Singleplayer"
"March 2014",1577.08,"1.97","+0.13%",3071,"Eurotruck Simulator 2","Singleplayer"
"February 2014",1575.11,"-717.58","-31.30%",3282,"Eurotruck Simulator 2","Singleplayer"
"January 2014",2292.69,"-154.27","-6.30%",6410,"Eurotruck Simulator 2","Singleplayer"
"December 2013",2446.96,"1083.27","+79.44%",7102,"Eurotruck Simulator 2","Singleplayer"
"November 2013",1363.69,"159.28","+13.22%",5861,"Eurotruck Simulator 2","Singleplayer"
"October 2013",1204.41,"71.31","+6.29%",3962,"Eurotruck Simulator 2","Singleplayer"
"September 2013",1133.11,"96.04","+9.26%",2802,"Eurotruck Simulator 2","Singleplayer"
"August 2013",1037.07,"-328.58","-24.06%",2326,"Eurotruck Simulator 2","Singleplayer"
"July 2013",1365.65,"877.63","+179.83%",5165,"Eurotruck Simulator 2","Singleplayer"
"June 2013",488.02,"-129.96","-21.03%",977,"Eurotruck Simulator 2","Singleplayer"
"May 2013",617.98,"-165.64","-21.14%",1336,"Eurotruck Simulator 2","Singleplayer"
"April 2013",783.62,"-165.25","-17.42%",1944,"Eurotruck Simulator 2","Singleplayer"
"March 2013",948.87,"-55.05","-5.48%",2328,"Eurotruck Simulator 2","Singleplayer"
"February 2013",1003.92,"-231.38","-18.73%",2051,"Eurotruck Simulator 2","Singleplayer"
"January 2013",1235.3,"-","-",2837,"Eurotruck Simulator 2","Singleplayer"
"March 2022",17937.24,"-5360.91","-23.01%",29126,"Final Fantasy XIV Online","Cooperative"
"February 2022",23298.15,"-13316.64","-36.37%",42254,"Final Fantasy XIV Online","Cooperative"
"January 2022",36614.79,"-17114.38","-31.85%",65565,"Final Fantasy XIV Online","Cooperative"
"December 2021",53729.17,"27967.73","+108.56%",95102,"Final Fantasy XIV Online","Cooperative"
"November 2021",25761.44,"-969.97","-3.63%",42433,"Final Fantasy XIV Online","Cooperative"
"October 2021",26731.41,"-4783.12","-15.18%",42623,"Final Fantasy XIV Online","Cooperative"
"September 2021",31514.52,"-8787.06","-21.80%",52541,"Final Fantasy XIV Online","Cooperative"
"August 2021",40301.58,"2635.37","+7.00%",65329,"Final Fantasy XIV Online","Cooperative"
"July 2021",37666.21,"13948.29","+58.81%",67019,"Final Fantasy XIV Online","Cooperative"
"June 2021",23717.92,"2406.80","+11.29%",40067,"Final Fantasy XIV Online","Cooperative"
"May 2021",21311.11,"3409.79","+19.05%",37347,"Final Fantasy XIV Online","Cooperative"
"April 2021",17901.33,"751.45","+4.38%",30178,"Final Fantasy XIV Online","Cooperative"
"March 2021",17149.87,"-1732.82","-9.18%",27143,"Final Fantasy XIV Online","Cooperative"
"February 2021",18882.69,"1965.47","+11.62%",31117,"Final Fantasy XIV Online","Cooperative"
"January 2021",16917.22,"2166.13","+14.68%",24876,"Final Fantasy XIV Online","Cooperative"
"December 2020",14751.09,"2090.09","+16.51%",23767,"Final Fantasy XIV Online","Cooperative"
"November 2020",12661.01,"-2408.57","-15.98%",20458,"Final Fantasy XIV Online","Cooperative"
"October 2020",15069.57,"-3880.95","-20.48%",26240,"Final Fantasy XIV Online","Cooperative"
"September 2020",18950.52,"-1547.33","-7.55%",30188,"Final Fantasy XIV Online","Cooperative"
"August 2020",20497.85,"4730.57","+30.00%",34086,"Final Fantasy XIV Online","Cooperative"
"July 2020",15767.28,"362.76","+2.35%",24141,"Final Fantasy XIV Online","Cooperative"
"June 2020",15404.52,"-2611.23","-14.49%",24417,"Final Fantasy XIV Online","Cooperative"
"May 2020",18015.75,"931.40","+5.45%",26889,"Final Fantasy XIV Online","Cooperative"
"April 2020",17084.35,"2787.19","+19.49%",26373,"Final Fantasy XIV Online","Cooperative"
"March 2020",14297.16,"1241.48","+9.51%",23360,"Final Fantasy XIV Online","Cooperative"
"February 2020",13055.68,"2395.61","+22.47%",25612,"Final Fantasy XIV Online","Cooperative"
"January 2020",10660.06,"967.10","+9.98%",17465,"Final Fantasy XIV Online","Cooperative"
"December 2019",9692.96,"-1661.71","-14.63%",15898,"Final Fantasy XIV Online","Cooperative"
"November 2019",11354.67,"1661.26","+17.14%",19876,"Final Fantasy XIV Online","Cooperative"
"October 2019",9693.41,"-1720.47","-15.07%",17309,"Final Fantasy XIV Online","Cooperative"
"September 2019",11413.88,"-5303.24","-31.72%",21636,"Final Fantasy XIV Online","Cooperative"
"August 2019",16717.11,"-6388.33","-27.65%",30359,"Final Fantasy XIV Online","Cooperative"
"July 2019",23105.44,"8766.20","+61.13%",38909,"Final Fantasy XIV Online","Cooperative"
"June 2019",14339.24,"3411.51","+31.22%",41190,"Final Fantasy XIV Online","Cooperative"
"May 2019",10927.74,"1164.94","+11.93%",18625,"Final Fantasy XIV Online","Cooperative"
"April 2019",9762.8,"344.56","+3.66%",16750,"Final Fantasy XIV Online","Cooperative"
"March 2019",9418.24,"238.97","+2.60%",16535,"Final Fantasy XIV Online","Cooperative"
"February 2019",9179.27,"1101.69","+13.64%",15759,"Final Fantasy XIV Online","Cooperative"
"January 2019",8077.58,"1893.26","+30.61%",14841,"Final Fantasy XIV Online","Cooperative"
"December 2018",6184.32,"512.60","+9.04%",10222,"Final Fantasy XIV Online","Cooperative"
"November 2018",5671.72,"-124.35","-2.15%",10251,"Final Fantasy XIV Online","Cooperative"
"October 2018",5796.07,"-12.75","-0.22%",9691,"Final Fantasy XIV Online","Cooperative"
"September 2018",5808.82,"180.10","+3.20%",11328,"Final Fantasy XIV Online","Cooperative"
"August 2018",5628.72,"-1197.22","-17.54%",10272,"Final Fantasy XIV Online","Cooperative"
"July 2018",6825.94,"-54.94","-0.80%",11136,"Final Fantasy XIV Online","Cooperative"
"June 2018",6880.88,"533.54","+8.41%",11264,"Final Fantasy XIV Online","Cooperative"
"May 2018",6347.34,"-269.32","-4.07%",11172,"Final Fantasy XIV Online","Cooperative"
"April 2018",6616.66,"-805.98","-10.86%",10903,"Final Fantasy XIV Online","Cooperative"
"March 2018",7422.64,"-213.29","-2.79%",12630,"Final Fantasy XIV Online","Cooperative"
"February 2018",7635.94,"1672.84","+28.05%",12637,"Final Fantasy XIV Online","Cooperative"
"January 2018",5963.09,"514.20","+9.44%",10322,"Final Fantasy XIV Online","Cooperative"
"December 2017",5448.9,"-442.55","-7.51%",9105,"Final Fantasy XIV Online","Cooperative"
"November 2017",5891.44,"-1177.90","-16.66%",10329,"Final Fantasy XIV Online","Cooperative"
"October 2017",7069.35,"326.30","+4.84%",12435,"Final Fantasy XIV Online","Cooperative"
"September 2017",6743.04,"-1701.55","-20.15%",12412,"Final Fantasy XIV Online","Cooperative"
"August 2017",8444.6,"-3692.37","-30.42%",14218,"Final Fantasy XIV Online","Cooperative"
"July 2017",12136.97,"-309.35","-2.49%",22824,"Final Fantasy XIV Online","Cooperative"
"June 2017",12446.32,"5898.16","+90.07%",25599,"Final Fantasy XIV Online","Cooperative"
"May 2017",6548.16,"477.17","+7.86%",11853,"Final Fantasy XIV Online","Cooperative"
"April 2017",6070.98,"-652.49","-9.70%",10062,"Final Fantasy XIV Online","Cooperative"
"March 2017",6723.47,"-381.37","-5.37%",11780,"Final Fantasy XIV Online","Cooperative"
"February 2017",7104.84,"538.48","+8.20%",12450,"Final Fantasy XIV Online","Cooperative"
"January 2017",6566.36,"2337.02","+55.26%",11982,"Final Fantasy XIV Online","Cooperative"
"December 2016",4229.35,"-375.02","-8.14%",7820,"Final Fantasy XIV Online","Cooperative"
"November 2016",4604.36,"-812.85","-15.00%",8093,"Final Fantasy XIV Online","Cooperative"
"October 2016",5417.22,"1250.33","+30.01%",9210,"Final Fantasy XIV Online","Cooperative"
"September 2016",4166.88,"-86.61","-2.04%",7439,"Final Fantasy XIV Online","Cooperative"
"August 2016",4253.49,"-755.29","-15.08%",6789,"Final Fantasy XIV Online","Cooperative"
"July 2016",5008.78,"176.55","+3.65%",8946,"Final Fantasy XIV Online","Cooperative"
"June 2016",4832.23,"1025.60","+26.94%",8599,"Final Fantasy XIV Online","Cooperative"
"May 2016",3806.63,"-581.92","-13.26%",6549,"Final Fantasy XIV Online","Cooperative"
"April 2016",4388.55,"-849.33","-16.22%",7916,"Final Fantasy XIV Online","Cooperative"
"March 2016",5237.88,"170.49","+3.36%",9077,"Final Fantasy XIV Online","Cooperative"
"February 2016",5067.39,"129.40","+2.62%",9568,"Final Fantasy XIV Online","Cooperative"
"January 2016",4937.99,"779.20","+18.74%",9321,"Final Fantasy XIV Online","Cooperative"
"December 2015",4158.79,"-52.96","-1.26%",6638,"Final Fantasy XIV Online","Cooperative"
"November 2015",4211.75,"36.81","+0.88%",7086,"Final Fantasy XIV Online","Cooperative"
"October 2015",4174.94,"-461.42","-9.95%",7277,"Final Fantasy XIV Online","Cooperative"
"September 2015",4636.36,"-1392.47","-23.10%",7871,"Final Fantasy XIV Online","Cooperative"
"August 2015",6028.83,"-860.78","-12.49%",9941,"Final Fantasy XIV Online","Cooperative"
"July 2015",6889.61,"1239.22","+21.93%",11074,"Final Fantasy XIV Online","Cooperative"
"June 2015",5650.39,"1580.84","+38.85%",11905,"Final Fantasy XIV Online","Cooperative"
"May 2015",4069.55,"-54.64","-1.32%",6705,"Final Fantasy XIV Online","Cooperative"
"April 2015",4124.19,"-298.06","-6.74%",6740,"Final Fantasy XIV Online","Cooperative"
"March 2015",4422.25,"284.03","+6.86%",7349,"Final Fantasy XIV Online","Cooperative"
"February 2015",4138.22,"339.52","+8.94%",6897,"Final Fantasy XIV Online","Cooperative"
"January 2015",3798.7,"828.37","+27.89%",6587,"Final Fantasy XIV Online","Cooperative"
"December 2014",2970.32,"-388.90","-11.58%",4753,"Final Fantasy XIV Online","Cooperative"
"November 2014",3359.22,"821.77","+32.39%",6012,"Final Fantasy XIV Online","Cooperative"
"October 2014",2537.45,"11.32","+0.45%",5425,"Final Fantasy XIV Online","Cooperative"
"September 2014",2526.14,"-652.28","-20.52%",4729,"Final Fantasy XIV Online","Cooperative"
"August 2014",3178.42,"-165.86","-4.96%",4984,"Final Fantasy XIV Online","Cooperative"
"July 2014",3344.27,"1172.56","+53.99%",5263,"Final Fantasy XIV Online","Cooperative"
"June 2014",2171.71,"243.38","+12.62%",5723,"Final Fantasy XIV Online","Cooperative"
"May 2014",1928.34,"68.09","+3.66%",3276,"Final Fantasy XIV Online","Cooperative"
"April 2014",1860.24,"-660.24","-26.20%",3338,"Final Fantasy XIV Online","Cooperative"
"March 2014",2520.49,"-1057.32","-29.55%",6131,"Final Fantasy XIV Online","Cooperative"
"February 2014",3577.8,"-","-",7401,"Final Fantasy XIV Online","Cooperative"
"March 2022",82996.04,"-9519.56","-10.29%",147473,"Grand Theft Auto V","Cooperative"
"February 2022",92515.6,"-3937.22","-4.08%",155111,"Grand Theft Auto V","Cooperative"
"January 2022",96452.81,"5201.61","+5.70%",158823,"Grand Theft Auto V","Cooperative"
"December 2021",91251.21,"18034.14","+24.63%",173538,"Grand Theft Auto V","Cooperative"
"November 2021",73217.07,"189.72","+0.26%",136818,"Grand Theft Auto V","Cooperative"
"October 2021",73027.34,"-8204.86","-10.10%",136046,"Grand Theft Auto V","Cooperative"
"September 2021",81232.2,"-37668.37","-31.68%",151408,"Grand Theft Auto V","Cooperative"
"August 2021",118900.57,"5905.15","+5.23%",214591,"Grand Theft Auto V","Cooperative"
"July 2021",112995.42,"24080.02","+27.08%",218784,"Grand Theft Auto V","Cooperative"
"June 2021",88915.4,"4158.64","+4.91%",155599,"Grand Theft Auto V","Cooperative"
"May 2021",84756.76,"-7891.05","-8.52%",146011,"Grand Theft Auto V","Cooperative"
"April 2021",92647.8,"2854.96","+3.18%",178142,"Grand Theft Auto V","Cooperative"
"March 2021",89792.84,"-854.80","-0.94%",183227,"Grand Theft Auto V","Cooperative"
"February 2021",90647.64,"-10602.95","-10.47%",146438,"Grand Theft Auto V","Cooperative"
"January 2021",101250.59,"-5663.68","-5.30%",184941,"Grand Theft Auto V","Cooperative"
"December 2020",106914.27,"30195.93","+39.36%",258539,"Grand Theft Auto V","Cooperative"
"November 2020",76718.34,"9525.31","+14.18%",157355,"Grand Theft Auto V","Cooperative"
"October 2020",67193.03,"-854.00","-1.26%",128578,"Grand Theft Auto V","Cooperative"
"September 2020",68047.03,"-20351.33","-23.02%",126174,"Grand Theft Auto V","Cooperative"
"August 2020",88398.36,"4743.64","+5.67%",154677,"Grand Theft Auto V","Cooperative"
"July 2020",83654.72,"-16098.13","-16.14%",134093,"Grand Theft Auto V","Cooperative"
"June 2020",99752.85,"-41617.03","-29.44%",180302,"Grand Theft Auto V","Cooperative"
"May 2020",141369.88,"15283.15","+12.12%",260562,"Grand Theft Auto V","Cooperative"
"April 2020",126086.73,"9700.36","+8.33%",243284,"Grand Theft Auto V","Cooperative"
"March 2020",116386.37,"-26338.11","-18.45%",209493,"Grand Theft Auto V","Cooperative"
"February 2020",142724.48,"31424.28","+28.23%",267360,"Grand Theft Auto V","Cooperative"
"January 2020",111300.2,"13522.51","+13.83%",214796,"Grand Theft Auto V","Cooperative"
"December 2019",97777.69,"28934.76","+42.03%",204137,"Grand Theft Auto V","Cooperative"
"November 2019",68842.93,"10186.85","+17.37%",138540,"Grand Theft Auto V","Cooperative"
"October 2019",58656.08,"-7475.54","-11.30%",117002,"Grand Theft Auto V","Cooperative"
"September 2019",66131.62,"-31516.38","-32.28%",135072,"Grand Theft Auto V","Cooperative"
"August 2019",97648,"5030.39","+5.43%",176207,"Grand Theft Auto V","Cooperative"
"July 2019",92617.62,"35899.89","+63.30%",197555,"Grand Theft Auto V","Cooperative"
"June 2019",56717.73,"1307.21","+2.36%",109164,"Grand Theft Auto V","Cooperative"
"May 2019",55410.52,"6908.24","+14.24%",108557,"Grand Theft Auto V","Cooperative"
"April 2019",48502.28,"-11727.38","-19.47%",91586,"Grand Theft Auto V","Cooperative"
"March 2019",60229.66,"2105.44","+3.62%",126518,"Grand Theft Auto V","Cooperative"
"February 2019",58124.22,"-1726.98","-2.89%",119439,"Grand Theft Auto V","Cooperative"
"January 2019",59851.2,"4209.87","+7.57%",118210,"Grand Theft Auto V","Cooperative"
"December 2018",55641.33,"12631.96","+29.37%",120693,"Grand Theft Auto V","Cooperative"
"November 2018",43009.38,"-256.59","-0.59%",81360,"Grand Theft Auto V","Cooperative"
"October 2018",43265.97,"-5881.70","-11.97%",81337,"Grand Theft Auto V","Cooperative"
"September 2018",49147.67,"-19164.49","-28.05%",97920,"Grand Theft Auto V","Cooperative"
"August 2018",68312.15,"-12083.19","-15.03%",123556,"Grand Theft Auto V","Cooperative"
"July 2018",80395.34,"31467.85","+64.32%",162021,"Grand Theft Auto V","Cooperative"
"June 2018",48927.49,"7648.77","+18.53%",118332,"Grand Theft Auto V","Cooperative"
"May 2018",41278.73,"-1500.80","-3.51%",82956,"Grand Theft Auto V","Cooperative"
"April 2018",42779.52,"-3248.66","-7.06%",89792,"Grand Theft Auto V","Cooperative"
"March 2018",46028.18,"-7367.50","-13.80%",94489,"Grand Theft Auto V","Cooperative"
"February 2018",53395.68,"-24171.16","-31.16%",94308,"Grand Theft Auto V","Cooperative"
"January 2018",77566.84,"-500.10","-0.64%",167754,"Grand Theft Auto V","Cooperative"
"December 2017",78066.93,"36151.78","+86.25%",170316,"Grand Theft Auto V","Cooperative"
"November 2017",41915.16,"2140.69","+5.38%",85105,"Grand Theft Auto V","Cooperative"
"October 2017",39774.46,"-6068.46","-13.24%",84553,"Grand Theft Auto V","Cooperative"
"September 2017",45842.92,"-8185.73","-15.15%",101433,"Grand Theft Auto V","Cooperative"
"August 2017",54028.65,"-6811.41","-11.20%",121830,"Grand Theft Auto V","Cooperative"
"July 2017",60840.07,"554.67","+0.92%",112074,"Grand Theft Auto V","Cooperative"
"June 2017",60285.4,"17405.76","+40.59%",131936,"Grand Theft Auto V","Cooperative"
"May 2017",42879.64,"-6228.70","-12.68%",83483,"Grand Theft Auto V","Cooperative"
"April 2017",49108.33,"491.44","+1.01%",96503,"Grand Theft Auto V","Cooperative"
"March 2017",48616.89,"-4654.10","-8.74%",98798,"Grand Theft Auto V","Cooperative"
"February 2017",53270.99,"-9907.68","-15.68%",104902,"Grand Theft Auto V","Cooperative"
"January 2017",63178.67,"1334.95","+2.16%",116125,"Grand Theft Auto V","Cooperative"
"December 2016",61843.72,"18852.42","+43.85%",126681,"Grand Theft Auto V","Cooperative"
"November 2016",42991.3,"906.81","+2.15%",86759,"Grand Theft Auto V","Cooperative"
"October 2016",42084.49,"10440.55","+32.99%",86192,"Grand Theft Auto V","Cooperative"
"September 2016",31643.93,"-7147.94","-18.43%",61921,"Grand Theft Auto V","Cooperative"
"August 2016",38791.87,"-6374.25","-14.11%",63873,"Grand Theft Auto V","Cooperative"
"July 2016",45166.12,"5013.29","+12.49%",71778,"Grand Theft Auto V","Cooperative"
"June 2016",40152.83,"14922.64","+59.15%",78330,"Grand Theft Auto V","Cooperative"
"May 2016",25230.19,"-6441.10","-20.34%",48053,"Grand Theft Auto V","Cooperative"
"April 2016",31671.3,"-2329.14","-6.85%",65878,"Grand Theft Auto V","Cooperative"
"March 2016",34000.43,"-6012.67","-15.03%",64633,"Grand Theft Auto V","Cooperative"
"February 2016",40013.1,"-6980.23","-14.85%",72735,"Grand Theft Auto V","Cooperative"
"January 2016",46993.33,"3118.61","+7.11%",93726,"Grand Theft Auto V","Cooperative"
"December 2015",43874.72,"9408.88","+27.30%",84558,"Grand Theft Auto V","Cooperative"
"November 2015",34465.84,"3541.09","+11.45%",77141,"Grand Theft Auto V","Cooperative"
"October 2015",30924.76,"5536.95","+21.81%",73902,"Grand Theft Auto V","Cooperative"
"September 2015",25387.81,"-5530.26","-17.89%",46917,"Grand Theft Auto V","Cooperative"
"August 2015",30918.06,"-6739.01","-17.90%",50693,"Grand Theft Auto V","Cooperative"
"July 2015",37657.07,"-9296.17","-19.80%",60908,"Grand Theft Auto V","Cooperative"
"June 2015",46953.24,"-46408.38","-49.71%",85195,"Grand Theft Auto V","Cooperative"
"May 2015",93361.62,"-99352.39","-51.55%",215966,"Grand Theft Auto V","Cooperative"
"April 2015",192714.01,"-","-",360761,"Grand Theft Auto V","Cooperative"
"March 2022",15669.25,"-3582.35","-18.61%",27129,"Left 4 Dead 2","Cooperative"
"February 2022",19251.6,"-2241.80","-10.43%",34758,"Left 4 Dead 2","Cooperative"
"January 2022",21493.4,"4559.42","+26.92%",34605,"Left 4 Dead 2","Cooperative"
"December 2021",16933.98,"255.27","+1.53%",30845,"Left 4 Dead 2","Cooperative"
"November 2021",16678.71,"1002.45","+6.39%",34769,"Left 4 Dead 2","Cooperative"
"October 2021",15676.26,"-1444.80","-8.44%",38013,"Left 4 Dead 2","Cooperative"
"September 2021",17121.06,"-2816.45","-14.13%",34682,"Left 4 Dead 2","Cooperative"
"August 2021",19937.51,"-91.55","-0.46%",49003,"Left 4 Dead 2","Cooperative"
"July 2021",20029.06,"3369.60","+20.23%",37870,"Left 4 Dead 2","Cooperative"
"June 2021",16659.47,"-2037.38","-10.90%",33686,"Left 4 Dead 2","Cooperative"
"May 2021",18696.85,"3278.56","+21.26%",40653,"Left 4 Dead 2","Cooperative"
"April 2021",15418.29,"-141.89","-0.91%",29097,"Left 4 Dead 2","Cooperative"
"March 2021",15560.18,"-1099.69","-6.60%",36938,"Left 4 Dead 2","Cooperative"
"February 2021",16659.87,"-2925.30","-14.94%",23915,"Left 4 Dead 2","Cooperative"
"January 2021",19585.17,"1255.14","+6.85%",34475,"Left 4 Dead 2","Cooperative"
"December 2020",18330.04,"-50.64","-0.28%",33893,"Left 4 Dead 2","Cooperative"
"November 2020",18380.67,"-3074.38","-14.33%",39300,"Left 4 Dead 2","Cooperative"
"October 2020",21455.05,"441.19","+2.10%",47697,"Left 4 Dead 2","Cooperative"
"September 2020",21013.86,"8384.79","+66.39%",100965,"Left 4 Dead 2","Cooperative"
"August 2020",12629.07,"-2038.69","-13.90%",18679,"Left 4 Dead 2","Cooperative"
"July 2020",14667.76,"3372.34","+29.86%",25107,"Left 4 Dead 2","Cooperative"
"June 2020",11295.42,"-656.96","-5.50%",23371,"Left 4 Dead 2","Cooperative"
"May 2020",11952.38,"-2600.69","-17.87%",18881,"Left 4 Dead 2","Cooperative"
"April 2020",14553.07,"1357.53","+10.29%",42699,"Left 4 Dead 2","Cooperative"
"March 2020",13195.54,"400.40","+3.13%",21184,"Left 4 Dead 2","Cooperative"
"February 2020",12795.14,"660.88","+5.45%",25124,"Left 4 Dead 2","Cooperative"
"January 2020",12134.26,"920.07","+8.20%",22868,"Left 4 Dead 2","Cooperative"
"December 2019",11214.19,"1676.74","+17.58%",23710,"Left 4 Dead 2","Cooperative"
"November 2019",9537.45,"1284.70","+15.57%",22226,"Left 4 Dead 2","Cooperative"
"October 2019",8252.75,"688.33","+9.10%",22339,"Left 4 Dead 2","Cooperative"
"September 2019",7564.43,"-1478.80","-16.35%",14519,"Left 4 Dead 2","Cooperative"
"August 2019",9043.23,"-2205.39","-19.61%",14930,"Left 4 Dead 2","Cooperative"
"July 2019",11248.62,"1172.30","+11.63%",22293,"Left 4 Dead 2","Cooperative"
"June 2019",10076.32,"-99.65","-0.98%",21723,"Left 4 Dead 2","Cooperative"
"May 2019",10175.97,"2279.39","+28.87%",26978,"Left 4 Dead 2","Cooperative"
"April 2019",7896.58,"-401.12","-4.83%",15029,"Left 4 Dead 2","Cooperative"
"March 2019",8297.7,"-1203.64","-12.67%",15316,"Left 4 Dead 2","Cooperative"
"February 2019",9501.35,"-1066.71","-10.09%",18087,"Left 4 Dead 2","Cooperative"
"January 2019",10568.06,"655.17","+6.61%",20122,"Left 4 Dead 2","Cooperative"
"December 2018",9912.89,"188.34","+1.94%",20702,"Left 4 Dead 2","Cooperative"
"November 2018",9724.55,"1880.56","+23.97%",25246,"Left 4 Dead 2","Cooperative"
"October 2018",7843.99,"9.01","+0.12%",23062,"Left 4 Dead 2","Cooperative"
"September 2018",7834.98,"-1320.18","-14.42%",14538,"Left 4 Dead 2","Cooperative"
"August 2018",9155.15,"-3377.46","-26.95%",15285,"Left 4 Dead 2","Cooperative"
"July 2018",12532.61,"2430.92","+24.06%",25777,"Left 4 Dead 2","Cooperative"
"June 2018",10101.69,"2444.60","+31.93%",27239,"Left 4 Dead 2","Cooperative"
"May 2018",7657.09,"-145.07","-1.86%",18821,"Left 4 Dead 2","Cooperative"
"April 2018",7802.16,"-1790.76","-18.67%",13680,"Left 4 Dead 2","Cooperative"
"March 2018",9592.92,"-2324.45","-19.50%",18384,"Left 4 Dead 2","Cooperative"
"February 2018",11917.37,"-1699.92","-12.48%",24918,"Left 4 Dead 2","Cooperative"
"January 2018",13617.28,"892.79","+7.02%",28171,"Left 4 Dead 2","Cooperative"
"December 2017",12724.5,"2449.95","+23.84%",29351,"Left 4 Dead 2","Cooperative"
"November 2017",10274.54,"2775.88","+37.02%",32064,"Left 4 Dead 2","Cooperative"
"October 2017",7498.66,"-797.25","-9.61%",14657,"Left 4 Dead 2","Cooperative"
"September 2017",8295.91,"-2505.80","-23.20%",16800,"Left 4 Dead 2","Cooperative"
"August 2017",10801.7,"-5544.36","-33.92%",19287,"Left 4 Dead 2","Cooperative"
"July 2017",16346.07,"4890.53","+42.69%",42773,"Left 4 Dead 2","Cooperative"
"June 2017",11455.54,"4033.60","+54.35%",42217,"Left 4 Dead 2","Cooperative"
"May 2017",7421.94,"-1040.23","-12.29%",14534,"Left 4 Dead 2","Cooperative"
"April 2017",8462.17,"-1859.10","-18.01%",16743,"Left 4 Dead 2","Cooperative"
"March 2017",10321.27,"783.27","+8.21%",27825,"Left 4 Dead 2","Cooperative"
"February 2017",9538,"-2729.49","-22.25%",17223,"Left 4 Dead 2","Cooperative"
"January 2017",12267.49,"1467.53","+13.59%",25699,"Left 4 Dead 2","Cooperative"
"December 2016",10799.96,"1180.26","+12.27%",25743,"Left 4 Dead 2","Cooperative"
"November 2016",9619.7,"2148.56","+28.76%",23367,"Left 4 Dead 2","Cooperative"
"October 2016",7471.14,"224.77","+3.10%",17778,"Left 4 Dead 2","Cooperative"
"September 2016",7246.37,"-1488.89","-17.04%",13374,"Left 4 Dead 2","Cooperative"
"August 2016",8735.26,"-2742.84","-23.90%",14040,"Left 4 Dead 2","Cooperative"
"July 2016",11478.09,"2404.24","+26.50%",22622,"Left 4 Dead 2","Cooperative"
"June 2016",9073.86,"581.72","+6.85%",20215,"Left 4 Dead 2","Cooperative"
"May 2016",8492.13,"329.42","+4.04%",18322,"Left 4 Dead 2","Cooperative"
"April 2016",8162.71,"-1408.07","-14.71%",16524,"Left 4 Dead 2","Cooperative"
"March 2016",9570.79,"-2199.95","-18.69%",19083,"Left 4 Dead 2","Cooperative"
"February 2016",11770.73,"-634.52","-5.11%",25228,"Left 4 Dead 2","Cooperative"
"January 2016",12405.26,"1500.59","+13.76%",25363,"Left 4 Dead 2","Cooperative"
"December 2015",10904.66,"1889.72","+20.96%",22646,"Left 4 Dead 2","Cooperative"
"November 2015",9014.94,"1793.82","+24.84%",19403,"Left 4 Dead 2","Cooperative"
"October 2015",7221.12,"26.39","+0.37%",17636,"Left 4 Dead 2","Cooperative"
"September 2015",7194.73,"-3120.21","-30.25%",13055,"Left 4 Dead 2","Cooperative"
"August 2015",10314.94,"1331.91","+14.83%",22453,"Left 4 Dead 2","Cooperative"
"July 2015",8983.03,"-1557.14","-14.77%",14321,"Left 4 Dead 2","Cooperative"
"June 2015",10540.17,"4171.48","+65.50%",23097,"Left 4 Dead 2","Cooperative"
"May 2015",6368.69,"-161.67","-2.48%",10543,"Left 4 Dead 2","Cooperative"
"April 2015",6530.37,"-726.58","-10.01%",11863,"Left 4 Dead 2","Cooperative"
